menu_fd_Code,menu_fd_Nm,upper_Fd_Grupp_Nm,fd_Grupp_Nm,ingredient_text,document
D012084,보리현미밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 보리, 쌀보리, 도정, 생것, 멥쌀, 현미, 생것","메뉴명: 보리현미밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 보리, 쌀보리, 도정, 생것, 멥쌀, 현미, 생것"
D012085,수수현미밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 찹쌀, 현미, 생것, 수수, 도정, 생것","메뉴명: 수수현미밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 찹쌀, 현미, 생것, 수수, 도정, 생것"
D012086,옥수수콩밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 옥수수, 찰옥수수, 생것, 대두, 검은색, 서리태, 말린것","메뉴명: 옥수수콩밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 옥수수, 찰옥수수, 생것, 대두, 검은색, 서리태, 말린것"
D012087,차조기장밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 조, 차조, 도정, 생것, 기장, 도정, 생것","메뉴명: 차조기장밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 조, 차조, 도정, 생것, 기장, 도정, 생것"
D012088,차조현미밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 찹쌀, 현미, 생것, 조, 차조, 도정, 생것","메뉴명: 차조현미밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 찹쌀, 현미, 생것, 조, 차조, 도정, 생것"
D012089,찰옥수수밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 옥수수, 찰옥수수, 생것, 찹쌀, 백미, 생것","메뉴명: 찰옥수수밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 옥수수, 찰옥수수, 생것, 찹쌀, 백미, 생것"
D012090,찹쌀기장밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 기장, 도정, 생것","메뉴명: 찹쌀기장밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 기장, 도정, 생것"
D012091,찹쌀녹두밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 녹두, 말린것, 찹쌀, 백미, 생것","메뉴명: 찹쌀녹두밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 녹두, 말린것, 찹쌀, 백미, 생것"
D012092,찹쌀차조밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 조, 차조, 도정, 생것","메뉴명: 찹쌀차조밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 조, 차조, 도정, 생것"
D012093,찹쌀현미밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 멥쌀, 현미, 발아현미, 생것","메뉴명: 찹쌀현미밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 멥쌀, 현미, 발아현미, 생것"
D012094,현미기장밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 멥쌀, 현미, 생것, 기장, 도정, 생것","메뉴명: 현미기장밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 멥쌀, 현미, 생것, 기장, 도정, 생것"
D012095,현미수수밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 찹쌀, 현미, 생것, 수수, 도정, 생것","메뉴명: 현미수수밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 찹쌀, 현미, 생것, 수수, 도정, 생것"
D012096,현미찹쌀밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 찹쌀, 현미, 생것, 찹쌀, 백미, 생것","메뉴명: 현미찹쌀밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 찹쌀, 현미, 생것, 찹쌀, 백미, 생것"
D012097,현미흑미밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 멥쌀, 현미, 발아현미, 생것, 멥쌀, 현미, 흑미, 생것","메뉴명: 현미흑미밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 멥쌀, 현미, 발아현미, 생것, 멥쌀, 현미, 흑미, 생것"
D012098,흑미차조밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 조, 차조, 도정, 생것, 멥쌀, 현미, 흑미, 생것","메뉴명: 흑미차조밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 조, 차조, 도정, 생것, 멥쌀, 현미, 흑미, 생것"
D012099,강낭콩현미밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 멥쌀, 현미, 생것, 강낭콩, 생것","메뉴명: 강낭콩현미밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 멥쌀, 현미, 생것, 강낭콩, 생것"
D012100,서리태보리밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 보리, 쌀보리, 도정, 생것, 대두, 검은색, 서리태, 말린것","메뉴명: 서리태보리밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 보리, 쌀보리, 도정, 생것, 대두, 검은색, 서리태, 말린것"
D012101,서리태흑미밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 대두, 검은색, 서리태, 말린것, 멥쌀, 현미, 흑미, 생것","메뉴명: 서리태흑미밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 대두, 검은색, 서리태, 말린것, 멥쌀, 현미, 흑미, 생것"
D012102,옥수수기장밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 옥수수, 찰옥수수, 생것, 기장, 도정, 생것","메뉴명: 옥수수기장밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 옥수수, 찰옥수수, 생것, 기장, 도정, 생것"
D012103,옥수수차조밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 옥수수, 찰옥수수, 생것, 조, 차조, 도정, 생것","메뉴명: 옥수수차조밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 옥수수, 찰옥수수, 생것, 조, 차조, 도정, 생것"
D012104,찹쌀검정콩밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 대두, 검은색, 흑태, 말린것, 찹쌀, 백미, 생것","메뉴명: 찹쌀검정콩밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 대두, 검은색, 흑태, 말린것, 찹쌀, 백미, 생것"
D012105,찹쌀서리태밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 대두, 검은색, 서리태, 말린것","메뉴명: 찹쌀서리태밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 대두, 검은색, 서리태, 말린것"
D012106,연근흑미영양밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 고구마, 생것, 연근, 생것, 우엉, 생것, 멥쌀, 현미, 흑미, 생것, 당근, 뿌리, 생것, 은행, 생것, 소금, 천일염","메뉴명: 연근흑미영양밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 고구마, 생것, 연근, 생것, 우엉, 생것, 멥쌀, 현미, 흑미, 생것, 당근, 뿌리, 생것, 은행, 생것, 소금, 천일염"
D012107,도라지전복영양밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 도라지, 뿌리, 생것, 표고버섯, 배지재배, 생것, 전복, 둥근전복, 생것, 은행, 생것, 밤, 생것, 들기름, 소금, 천일염, 소금꽃","메뉴명: 도라지전복영양밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 도라지, 뿌리, 생것, 표고버섯, 배지재배, 생것, 전복, 둥근전복, 생것, 은행, 생것, 밤, 생것, 들기름, 소금, 천일염, 소금꽃"
D012108,렌틸콩발아현미밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 렌즈콩(렌틸콩), 갈색, 말린것, 멥쌀, 현미, 발아현미, 생것","메뉴명: 렌틸콩발아현미밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 렌즈콩(렌틸콩), 갈색, 말린것, 멥쌀, 현미, 발아현미, 생것"
D012109,흑미초당옥수수밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 멥쌀, 현미, 흑미, 생것, 옥수수, 찰옥수수, 생것","메뉴명: 흑미초당옥수수밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 멥쌀, 현미, 흑미, 생것, 옥수수, 찰옥수수, 생것"
D012110,잡곡밥(검정콩밥),밥류,잡곡밥류,"멥쌀, 백미, 생것, 대두, 검은색, 흑태, 말린것","메뉴명: 잡곡밥(검정콩밥)
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 대두, 검은색, 흑태, 말린것"
D012111,잡곡밥(병아리콩),밥류,잡곡밥류,"멥쌀, 백미, 생것, 병아리콩, 말린것","메뉴명: 잡곡밥(병아리콩)
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 병아리콩, 말린것"
D012112,잡곡밥(찹쌀흑미),밥류,잡곡밥류,"멥쌀, 백미, 생것, 찹쌀, 현미, 흑미, 생것","메뉴명: 잡곡밥(찹쌀흑미)
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 찹쌀, 현미, 흑미, 생것"
D012113,오곡밥(대보름),밥류,잡곡밥류,"멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 팥, 적색, 말린것, 대두, 검은색, 서리태, 말린것, 조, 차조, 도정, 생것, 수수, 도정, 생것","메뉴명: 오곡밥(대보름)
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 팥, 적색, 말린것, 대두, 검은색, 서리태, 말린것, 조, 차조, 도정, 생것, 수수, 도정, 생것"
D012114,잡곡밥(완두콩),밥류,잡곡밥류,"멥쌀, 백미, 생것, 완두, 생것, 찹쌀, 백미, 생것","메뉴명: 잡곡밥(완두콩)
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 완두, 생것, 찹쌀, 백미, 생것"
D012115,잡곡밥(차수수),밥류,잡곡밥류,"멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 수수, 도정, 생것","메뉴명: 잡곡밥(차수수)
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 수수, 도정, 생것"
D012116,잡곡밥(보리),밥류,잡곡밥류,"멥쌀, 백미, 생것, 보리, 겉보리, 늘보리, 도정, 생것","메뉴명: 잡곡밥(보리)
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 보리, 겉보리, 늘보리, 도정, 생것"
D012117,잡곡밥(차조),밥류,잡곡밥류,"멥쌀, 백미, 생것, 조, 차조, 도정, 생것","메뉴명: 잡곡밥(차조)
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 조, 차조, 도정, 생것"
D012118,잡곡밥(혼합),밥류,잡곡밥류,"멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 조, 차조, 도정, 생것, 수수, 도정, 생것","메뉴명: 잡곡밥(혼합)
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 조, 차조, 도정, 생것, 수수, 도정, 생것"
D012119,잡곡(녹두)밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 녹두, 말린것","메뉴명: 잡곡(녹두)밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 녹두, 말린것"
D012120,크렌베리귀리밥,밥류,잡곡밥류,"멥쌀, 백미, 생것, 크랜베리, 말린것, 가당, 귀리, 쌀귀리, 도정, 생것","메뉴명: 크렌베리귀리밥
메뉴 대분류: 밥류
메뉴 소분류: 잡곡밥류
식재료: 멥쌀, 백미, 생것, 크랜베리, 말린것, 가당, 귀리, 쌀귀리, 도정, 생것"
D013001,감자밥,밥류,채소밥류,"감자, 대지, 삶은것, 멥쌀, 백미, 밥, 찹쌀, 백미, 보람찰, 밥, 소금, 천일염, 가는소금","메뉴명: 감자밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 감자, 대지, 삶은것, 멥쌀, 백미, 밥, 찹쌀, 백미, 보람찰, 밥, 소금, 천일염, 가는소금"
D013002,고구마밥,밥류,채소밥류,"고구마, 점질(호박) 고구마, 찐것, 멥쌀, 백미, 밥","메뉴명: 고구마밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 고구마, 점질(호박) 고구마, 찐것, 멥쌀, 백미, 밥"
D013003,야채밥,밥류,채소밥류,"멥쌀, 백미, 밥, 감자, 대지, 삶은것, 당근, 뿌리, 데친것, 찹쌀, 백미, 보람찰, 밥, 콩나물, 삶은것, 간장, 개량, 양조, 파, 쪽파, 생것, 고춧가루, 마늘, 생것, 참기름","메뉴명: 야채밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 멥쌀, 백미, 밥, 감자, 대지, 삶은것, 당근, 뿌리, 데친것, 찹쌀, 백미, 보람찰, 밥, 콩나물, 삶은것, 간장, 개량, 양조, 파, 쪽파, 생것, 고춧가루, 마늘, 생것, 참기름"
D013004,야채밥(치즈),밥류,채소밥류,"멥쌀, 백미, 밥, 감자, 대지, 삶은것, 치즈, 체다, 당근, 뿌리, 데친것, 찹쌀, 백미, 보람찰, 밥, 콩나물, 삶은것, 간장, 개량, 양조, 파, 쪽파, 생것, 고춧가루, 마늘, 생것, 참기름","메뉴명: 야채밥(치즈)
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 멥쌀, 백미, 밥, 감자, 대지, 삶은것, 치즈, 체다, 당근, 뿌리, 데친것, 찹쌀, 백미, 보람찰, 밥, 콩나물, 삶은것, 간장, 개량, 양조, 파, 쪽파, 생것, 고춧가루, 마늘, 생것, 참기름"
D013005,콩나물밥,밥류,채소밥류,"멥쌀, 백미, 밥, 콩나물, 삶은것, 돼지고기, 등심, 구운것(팬), 간장, 개량, 양조, 보리, 겉보리, 압맥, 파, 쪽파, 생것, 고춧가루, 마늘, 생것, 참기름, 참깨, 흰색, 볶은것","메뉴명: 콩나물밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 멥쌀, 백미, 밥, 콩나물, 삶은것, 돼지고기, 등심, 구운것(팬), 간장, 개량, 양조, 보리, 겉보리, 압맥, 파, 쪽파, 생것, 고춧가루, 마늘, 생것, 참기름, 참깨, 흰색, 볶은것"
D013007,김치밥,밥류,채소밥류,"멥쌀, 백미, 밥, 김치, 배추 김치, 소고기, 한우, 등심, 구운것(팬), 콩기름","메뉴명: 김치밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 멥쌀, 백미, 밥, 김치, 배추 김치, 소고기, 한우, 등심, 구운것(팬), 콩기름"
D013010,마밥,밥류,채소밥류,"멥쌀, 백미, 밥, 마, 장마, 삶은것","메뉴명: 마밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 멥쌀, 백미, 밥, 마, 장마, 삶은것"
D013012,무밥,밥류,채소밥류,"멥쌀, 백미, 밥, 무, 조선무, 생것, 간장, 개량, 양조, 파, 대파, 생것, 마늘, 생것, 참기름, 고춧가루, 참깨, 흰색, 볶은것","메뉴명: 무밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 멥쌀, 백미, 밥, 무, 조선무, 생것, 간장, 개량, 양조, 파, 대파, 생것, 마늘, 생것, 참기름, 고춧가루, 참깨, 흰색, 볶은것"
D013014,버섯밥,밥류,채소밥류,"멥쌀, 백미, 밥, 표고버섯, 참나무재배, 말린것, 삶은것, 송이버섯, 데친것, 느타리버섯, 데친것, 호박, 애호박, 데친것, 찹쌀, 백미, 보람찰, 밥, 참기름, 소금, 천일염, 가는소금","메뉴명: 버섯밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 멥쌀, 백미, 밥, 표고버섯, 참나무재배, 말린것, 삶은것, 송이버섯, 데친것, 느타리버섯, 데친것, 호박, 애호박, 데친것, 찹쌀, 백미, 보람찰, 밥, 참기름, 소금, 천일염, 가는소금"
D013019,감자밥,밥류,채소밥류,"멥쌀, 백미, 밥, 찹쌀, 백미, 생것, 감자, 대지, 삶은것, 소금, 천일염, 가는소금","메뉴명: 감자밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 멥쌀, 백미, 밥, 찹쌀, 백미, 생것, 감자, 대지, 삶은것, 소금, 천일염, 가는소금"
D013020,감자밥,밥류,채소밥류,"멥쌀, 백미, 밥, 찹쌀, 백미, 생것, 감자, 대지, 삶은것, 소금, 천일염, 가는소금","메뉴명: 감자밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 멥쌀, 백미, 밥, 찹쌀, 백미, 생것, 감자, 대지, 삶은것, 소금, 천일염, 가는소금"
D013021,감자밥,밥류,채소밥류,"멥쌀, 백미, 밥, 감자, 대지, 삶은것","메뉴명: 감자밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 멥쌀, 백미, 밥, 감자, 대지, 삶은것"
D013022,콩나물밥,밥류,채소밥류,"멥쌀, 백미, 밥, 콩나물, 삶은것, 간장, 개량, 양조, 보리, 겉보리, 압맥, 파, 쪽파, 생것, 고춧가루, 마늘, 생것, 참기름, 참깨, 흰색, 볶은것","메뉴명: 콩나물밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 멥쌀, 백미, 밥, 콩나물, 삶은것, 간장, 개량, 양조, 보리, 겉보리, 압맥, 파, 쪽파, 생것, 고춧가루, 마늘, 생것, 참기름, 참깨, 흰색, 볶은것"
D013023,깻잎 소고기 쌈밥,밥류,채소밥류,"소고기, 한우(1등급), 우둔(우둔살), 생것, 멥쌀, 백미, 밥, 들깻잎, 생것, 양파, 생것, 당근, 뿌리, 생것, 소금, 천일염, 가는소금, 참깨, 흰색, 말린것, 참기름, 쌈장","메뉴명: 깻잎 소고기 쌈밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 소고기, 한우(1등급), 우둔(우둔살), 생것, 멥쌀, 백미, 밥, 들깻잎, 생것, 양파, 생것, 당근, 뿌리, 생것, 소금, 천일염, 가는소금, 참깨, 흰색, 말린것, 참기름, 쌈장"
D013024,단호박약식,밥류,채소밥류,"찹쌀, 백미, 생것, 호박, 단호박, 생것, 대추, 말린것, 호두, 말린것, 밤, 생것, 잣, 생것, 설탕, 백설탕, 소금, 천일염, 가는소금, 참기름, 치자꽃, 생것","메뉴명: 단호박약식
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 찹쌀, 백미, 생것, 호박, 단호박, 생것, 대추, 말린것, 호두, 말린것, 밤, 생것, 잣, 생것, 설탕, 백설탕, 소금, 천일염, 가는소금, 참기름, 치자꽃, 생것"
D013025,시래기 영양밥,밥류,채소밥류,"무청, 시래기, 말린것, 삶은것, 멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 잣, 생것, 밤, 생것, 은행, 생것, 대추, 말린것, 대두, 검은색, 서리태, 말린것, 파, 쪽파, 생것, 간장, 재래, 간장, 개량, 양조, 고춧가루, 참깨, 흰색, 볶은것, 참기름, 생수","메뉴명: 시래기 영양밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 무청, 시래기, 말린것, 삶은것, 멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 잣, 생것, 밤, 생것, 은행, 생것, 대추, 말린것, 대두, 검은색, 서리태, 말린것, 파, 쪽파, 생것, 간장, 재래, 간장, 개량, 양조, 고춧가루, 참깨, 흰색, 볶은것, 참기름, 생수"
D013026,연근 연잎밥,밥류,채소밥류,"연근, 생것, 찹쌀, 백미, 생것, 찹쌀, 현미, 흑미, 생것, 조, 차조, 도정, 생것, 생수, 밤, 생것, 은행, 생것, 대추, 말린것, 호두, 볶은것, 대두, 검은색, 서리태, 말린것, 소금, 천일염, 가는소금","메뉴명: 연근 연잎밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 연근, 생것, 찹쌀, 백미, 생것, 찹쌀, 현미, 흑미, 생것, 조, 차조, 도정, 생것, 생수, 밤, 생것, 은행, 생것, 대추, 말린것, 호두, 볶은것, 대두, 검은색, 서리태, 말린것, 소금, 천일염, 가는소금"
D013027,죽순영양밥,밥류,채소밥류,"멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 즉석밥, 잡곡밥(멥쌀, 찹쌀, 흑미, 팥, 기장, 찰수수), 대나무순(죽순), 생것, 대추, 말린것, 은행, 생것, 잣, 생것, 소금, 천일염, 가는소금, 식초, 감식초, 다시마, 말린것, 생수, 고춧가루, 된장, 개량, 고추장, 개량, 간장, 개량, 양조, 물엿, 참깨, 흰색, 볶은것","메뉴명: 죽순영양밥
메뉴 대분류: 밥류
메뉴 소분류: 채소밥류
식재료: 멥쌀, 백미, 생것, 찹쌀, 백미, 생것, 즉석밥, 잡곡밥(멥쌀, 찹쌀, 흑미, 팥, 기장, 찰수수), 대나무순(죽순), 생것, 대추, 말린것, 은행, 생것, 잣, 생것, 소금, 천일염, 가는소금, 식초, 감식초, 다시마, 말린것, 생수, 고춧가루, 된장, 개량, 고추장, 개량, 간장, 개량, 양조, 물엿, 참깨, 흰색, 볶은것"
